"TimeInt";"TimeStr";"A_Tu";"B_DO";"C_Conduct";"D_ph";"E_chlorophyll";"F_TDS";"G_Sal";"H_Temp";"J_dept";"K_dosat"
1465399800;"08/06/2016 15:30:00";0;0;82;0;0;0.047;0.03;31.62;-0.028;0
1465400400;"08/06/2016 15:40:00";0;0;34;0;0;0.021;0.00999999;28.65;-0.03;0
1465401000;"08/06/2016 15:50:00";0;0;28;0;0;0.017;0.00999999;27.66;-0.033;0
1465401600;"08/06/2016 16:00:00";0;0;24;0;0;0.015;0.00999999;27.42;-0.036;0
1465402200;"08/06/2016 16:10:00";0;0;22;0;0;0.014;0.00999999;27.72;-0.0369999;0
1465402800;"08/06/2016 16:20:00";0;0;21;0;0;0.013;0.00999999;27.56;-0.0369999;0
1465403400;"08/06/2016 16:30:00";0;0;57;0;0;0.035;0.02;29.05;-0.04;0
1465404000;"08/06/2016 16:40:00";0;0;30;0;0;0.019;0.00999999;26.37;-0.0409999;0
1465404600;"08/06/2016 16:50:00";0;0;25;0;0;0.016;0.00999999;26.3;-0.0409999;0
1465405200;"08/06/2016 17:00:00";0;0;23;0;0;0.015;0.00999999;25.83;-0.0409999;0
1465405800;"08/06/2016 17:10:00";0;0;22;0;0;0.014;0.00999999;26.29;-0.042;0
1465406400;"08/06/2016 17:20:00";0;0;20;0;0;0.013;0.00999999;26.21;-0.042;0
1465407001;"08/06/2016 17:30:01";0;0;19;0;0;0.012;0.00999999;26;-0.042;0
1465407600;"08/06/2016 17:40:00";0;0;17;0;0;0.011;0.00999999;26.38;-0.042;0
1465408200;"08/06/2016 17:50:00";0;0;17;0;0;0.011;0.00999999;25.94;-0.0409999;0
1465408800;"08/06/2016 18:00:00";0;0;15;0;0;0.00999999;0.00999999;26.39;-0.04;0
1465409400;"08/06/2016 18:10:00";0;0;15;0;0;0.00899994;0;27.24;-0.039;0
1465410000;"08/06/2016 18:20:00";0;0;33;0;0;0.019;0.00999999;31.18;-0.035;0
1465410600;"08/06/2016 18:30:00";0;0;2911;0;0;1.68;1.32;31.62;-0.035;0
1465411200;"08/06/2016 18:40:00";0;0;2893;0;0;1.668;1.31;31.65;0.0779999;0
1465411800;"08/06/2016 18:50:00";0;0;2897;0;0;1.671;1.31;31.64;0.231;0
1465412400;"08/06/2016 19:00:00";0;0;2896;0;0;1.671;1.31;31.63;0.365;0
1465413000;"08/06/2016 19:10:00";0;0;2910;0;0;1.68;1.32;31.61;0.497;0
1465413600;"08/06/2016 19:20:00";0;0;2921;0;0;1.686;1.32;31.61;0.637;0
1465414200;"08/06/2016 19:30:00";0;0;2947;0;0;1.701;1.34;31.6;0.746;0
1465414800;"08/06/2016 19:40:00";0;0;2945;0;0;1.7;1.34;31.58;0.843;0
1465415400;"08/06/2016 19:50:00";0;0;2959;0;0;1.709;1.34;31.55;0.942;0
1465416000;"08/06/2016 20:00:00";0;0;2972;0;0;1.717;1.35;31.56;1.008;0
1465416601;"08/06/2016 20:10:01";0;0;2987;0;0;1.725;1.36;31.58;1.075;0
1465417200;"08/06/2016 20:20:00";0;0;3007;0;0;1.736;1.36;31.61;1.12;0
1465417801;"08/06/2016 20:30:01";0;0;3042;0;0;1.755;1.38;31.64;1.165;0
1465418400;"08/06/2016 20:40:00";0;0;3029;0;0;1.749;1.38;31.6;1.205;0
1465419000;"08/06/2016 20:50:00";0;0;3074;0;0;1.774;1.4;31.62;1.241;0
1465419600;"08/06/2016 21:00:00";0;0;3110;0;0;1.794;1.41;31.63;1.278;0
1465420200;"08/06/2016 21:10:00";0;0;3112;0;0;1.796;1.41;31.62;1.313;0
1465420800;"08/06/2016 21:20:00";0;0;3166;0;0;1.826;1.44;31.64;1.345;0
1465421400;"08/06/2016 21:30:00";0;0;3170;0;0;1.829;1.44;31.64;1.385;0
1465422000;"08/06/2016 21:40:00";0;0;3186;0;0;1.838;1.45;31.64;1.436;0
1465422600;"08/06/2016 21:50:00";0;0;3201;0;0;1.847;1.46;31.63;1.478;0
1465423200;"08/06/2016 22:00:00";0;0;3256;0;0;1.878;1.48;31.64;1.514;0
1465423800;"08/06/2016 22:10:00";0;0;3256;0;0;1.878;1.48;31.64;1.514;0
1465423801;"08/06/2016 22:10:01";0;0;3342;0;0;1.928;1.52;31.64;1.559;0
1465424401;"08/06/2016 22:20:01";0;0;3283;0;0;1.895;1.5;31.62;1.595;0
1465425000;"08/06/2016 22:30:00";0;0;3372;0;0;1.946;1.54;31.62;1.637;0
1465425600;"08/06/2016 22:40:00";0;0;3325;0;0;1.919;1.52;31.62;1.637;0
1465425601;"08/06/2016 22:40:01";0;0;3325;0;0;1.919;1.52;31.6;1.668;0
1465426201;"08/06/2016 22:50:01";0;0;3341;0;0;1.929;1.53;31.6;1.698;0
1465426800;"08/06/2016 23:00:00";0;0;3415;0;0;1.971;1.56;31.6;1.728;0
1465427400;"08/06/2016 23:10:00";0;0;3427;0;0;1.978;1.57;31.6;1.747;0
1465427401;"08/06/2016 23:10:01";0;0;3427;0;0;1.979;1.57;31.6;1.747;0
1465428000;"08/06/2016 23:20:00";0;0;3433;0;0;1.982;1.57;31.59;1.768;0
1465428001;"08/06/2016 23:20:01";0;0;3433;0;0;1.982;1.57;31.59;1.769;0
1465428600;"08/06/2016 23:30:00";0;0;3457;0;0;1.996;1.58;31.58;1.782;0
1465429201;"08/06/2016 23:40:01";0;0;3487;0;0;2.014;1.6;31.58;1.792;0
1465429800;"08/06/2016 23:50:00";0;0;3486;0;0;2.013;1.6;31.57;1.799;0
1465430400;"09/06/2016 00:00:00";0;0;3527;0;0;2.037;1.62;31.56;1.796;0
1465431001;"09/06/2016 00:10:01";0;0;3539;0;0;2.044;1.62;31.56;1.792;0
1465431600;"09/06/2016 00:20:00";0;0;3561;0;0;2.058;1.63;31.55;1.787;0
1465432200;"09/06/2016 00:30:00";0;0;3616;0;0;2.09;1.66;31.54;1.783;0
1465432800;"09/06/2016 00:40:00";0;0;3625;0;0;2.095;1.67;31.52;1.776;0
1465433400;"09/06/2016 00:50:00";0;0;3665;0;0;2.119;1.68;31.52;1.757;0
1465434001;"09/06/2016 01:00:01";0;0;3678;0;0;2.126;1.69;31.51;1.743;0
1465434600;"09/06/2016 01:10:00";0;0;3693;0;0;2.135;1.7;31.51;1.712;0
1465435200;"09/06/2016 01:20:00";0;0;3725;0;0;2.154;1.71;31.49;1.673;0
1465435800;"09/06/2016 01:30:00";0;0;3745;0;0;2.166;1.72;31.48;1.64;0
1465436400;"09/06/2016 01:40:00";0;0;3757;0;0;2.173;1.73;31.48;1.603;0
1465437001;"09/06/2016 01:50:01";0;0;3778;0;0;2.186;1.74;31.47;1.558;0
1465437601;"09/06/2016 02:00:01";0;0;3785;0;0;2.189;1.74;31.47;1.511;0
1465438200;"09/06/2016 02:10:00";0;0;3804;0;0;2.201;1.75;31.47;1.454;0
1465438800;"09/06/2016 02:20:00";0;0;3779;0;0;2.188;1.74;31.43;1.411;0
1465439400;"09/06/2016 02:30:00";0;0;3776;0;0;2.185;1.74;31.44;1.373;0
1465440000;"09/06/2016 02:40:00";0;0;3771;0;0;2.183;1.74;31.42;1.318;0
1465440600;"09/06/2016 02:50:00";0;0;3769;0;0;2.183;1.74;31.4;1.282;0
1465441200;"09/06/2016 03:00:00";0;0;3760;0;0;2.178;1.74;31.4;1.237;0
1465441800;"09/06/2016 03:10:00";0;0;3772;0;0;2.184;1.74;31.42;1.206;0
1465442400;"09/06/2016 03:20:00";0;0;3772;0;0;2.184;1.74;31.42;1.186;0
1465443000;"09/06/2016 03:30:00";0;0;3785;0;0;2.192;1.75;31.42;1.154;0
1465443600;"09/06/2016 03:40:00";0;0;3781;0;0;2.19;1.75;31.41;1.13;0
1465444200;"09/06/2016 03:50:00";0;0;3783;0;0;2.191;1.75;31.4;1.099;0
1465444800;"09/06/2016 04:00:00";0;0;3797;0;0;2.199;1.75;31.4;1.068;0
1465445400;"09/06/2016 04:10:00";0;0;3779;0;0;2.189;1.74;31.39;1.049;0
1465446000;"09/06/2016 04:20:00";0;0;3769;0;0;2.183;1.74;31.4;1.034;0
1465446600;"09/06/2016 04:30:00";0;0;3756;0;0;2.176;1.73;31.39;1.018;0
1465447200;"09/06/2016 04:40:00";0;0;3747;0;0;2.171;1.73;31.38;1.011;0
